0.17209677,-0.081769586,0.21328036,2.8213494,-0.03535487,0.56993145,0.74456507,2.3315275,-1.2469205,-0.34918445,-1.3931531
-0.6575011,0.21589597,0.048001196,-0.9447654,0.14774707,-1.2530187,-0.14968461,-0.009148168,0.74002916,0.0013418519,-0.82427645
1.4757514,0.017452164,0.54383844,0.10028216,0.19352268,-0.3121412,-0.9733356,0.358672,0.47510275,-0.4368159,-0.33666742
0.40912458,-0.47865704,-0.11727797,0.41576818,0.5597267,0.6875412,1.1210912,0.5258503,0.011481534,-0.78734195,-0.49920428
0.40912458,-0.47865704,-0.11727797,0.41576818,0.5597267,0.6875412,1.1210912,0.5258503,0.011481534,-0.78734195,-0.49920428
1.4757514,0.017452164,0.54383844,0.10028216,0.19352268,-0.3121412,-0.9733356,0.358672,0.47510275,-0.4368159,-0.33666742
-0.7760156,0.41433945,-1.4395106,0.12000002,-0.03535487,-0.3121412,-0.055553067,0.29178473,-0.05475007,-0.1739213,-0.743008
0.17209677,-0.081769586,0.21328036,2.8213494,-0.03535487,0.56993145,0.74456507,2.3315275,-1.2469205,-0.34918445,-1.3931531
-0.6575011,0.21589597,0.048001196,-0.9447654,0.14774707,-1.2530187,-0.14968461,-0.009148168,0.74002916,0.0013418519,-0.82427645
1.4757514,-0.57787895,0.7917571,-0.9644832,-0.08113048,-0.4297509,-0.22028327,-0.07603543,0.21017633,-0.34918445,0.39474532
1.4757514,-0.081769586,0.6264779,-0.9743421,-0.5846612,-1.4294332,-1.7734538,-1.079165,-1.3131521,0.6147625,1.2074264
2.0683215,-0.47865704,0.54383844,-0.43210056,-0.49311015,-1.0766041,-0.690941,0.2249174,-0.3196765,0.35186762,-0.66174036
1.238723,-0.97476625,0.29591984,-1.0236368,-0.2642326,-1.135409,-1.4910592,-0.6779212,-0.05475007,1.2281832,0.23220924
-0.3019594,-1.17321,0.54383844,-0.9644832,-0.08113048,0.746346,0.109177135,-0.94543034,2.3295891,0.26423618,1.5324986
1.7127792,1.4065579,2.3619084,2.53544,-0.2642326,0.3347121,0.79163086,2.0640182,-1.3793837,1.5787094,-0.66174036
-0.3019594,-1.0739881,0.3785593,-0.9644832,-0.63043666,-0.4297509,-0.6203423,-0.8785431,0.40887114,0.527131,0.71981746
-0.6575011,2.001889,-2.431185,-1.0433547,0.01042057,-0.3121412,-0.9262699,-0.41041195,0.34263954,-1.1378679,-0.743008
-0.7760156,3.7878826,1.2049546,-1.0236368,-0.7677633,-0.37094605,-1.4910592,-1.6141834,0.938724,-0.87497365,1.8575716
0.646153,0.61278325,0.70911735,-1.0433547,-0.5846612,-1.0766041,0.76809794,-0.7782321,-0.45214126,0.35186762,0.6385498
-0.4204733,0.31511772,-1.6047896,0.21858941,-0.08113048,-0.07692182,-0.12615173,0.49242657,0.21017633,0.0889733,-0.82427645
-0.7760156,3.7878826,1.2049546,-1.0236368,-0.7677633,-0.37094605,-1.4910592,-1.6141834,0.938724,-0.87497365,1.8575716
-0.5389872,0.31511772,0.3785593,-0.68843293,-0.35578364,-0.9589945,-0.8556712,-0.94543034,-0.12098167,-1.2254996,0.39474532
-0.06493103,-0.18099163,0.70911735,-0.9250474,0.14774707,0.3347121,-0.3850135,-0.34354463,1.865968,-0.08628985,-0.0115952715
0.88318074,3.8871043,-1.6047896,-0.9644832,1.2921352,-0.6061654,0.6974993,-0.10945913,-0.9157625,0.17660475,-0.98681253
-0.3019594,-0.081769586,0.6264779,-1.003919,0.28507373,-1.135409,0.08564425,0.358672,1.53481,-0.1739213,-0.41793585
0.17209677,-0.2802134,-0.11727797,0.51435757,0.01042057,1.2167847,2.5095315,0.49242657,0.40887114,0.0889733,-0.0928637
0.053582873,-0.37943527,0.13064066,-1.0630726,0.28507373,-0.018116973,0.1797758,-0.34354463,1.7335048,-0.4368159,-0.41793585
0.17209677,0.017452164,0.46119875,0.4552039,0.23929812,-0.1945315,0.062111367,0.69304854,1.2698835,0.35186762,-0.0115952715
0.646153,-0.081769586,1.2049546,-1.0433547,0.05619601,-1.0766041,-0.14968461,-0.8785431,0.011481534,0.0013418519,0.8823543
