-1.5798652,-0.45565212,-0.4902229,-0.16668954,-0.42030808,-0.27024847,-0.7403857,-0.6187703,0.3177926,-1.0164537,-0.46129075,0.25624534,-0.63514423,1.5262078,-1.0076969,-0.8148656,-1.1469709,0.36157662,-0.083838,-0.23299052,-0.13485402,-0.39127782,-0.29369143,-0.20361975,-0.41656467,-0.1568302,-1.254914,0.07683632,-0.16511776,-0.738463,0.8687937,-0.20172027,-0.58128923,-0.56090134,-0.7649826,-0.9700858,-1.5058004,-0.6296666,-1.1088245,-0.16054514,-0.32312337
-1.1207103,-1.1494665,-0.4902229,-0.16668954,-0.42030808,-0.27024847,-0.7403857,-0.6844149,-0.19173807,-0.4529442,-0.46129075,0.25624534,-1.7398362,0.053811185,-1.3082669,-0.5904052,-0.52294195,0.42796168,-0.083838,-0.23299052,-0.13485402,-1.3972934,-0.08476058,-0.20361975,-0.41656467,-0.1568302,-0.0072593903,-1.2766155,-0.16511776,-0.738463,-0.53747696,-0.20172027,-0.58128923,-0.56090134,-0.7649826,-0.60376626,-0.9205501,-0.6296666,-1.1056021,-0.16054514,-0.32312337
-1.5560843,0.21866536,-0.4902229,-0.16668954,-0.42030808,-0.27024847,-0.7403857,-1.132986,0.3177926,1.2375844,-0.46129075,0.25624534,-0.3388468,1.5707489,-0.8913476,-0.8148656,-0.09257955,0.6934861,-0.083838,-0.23299052,-0.13485402,-1.5217487,-0.29369143,-0.20361975,-0.41656467,-0.1568302,-1.2106711,-0.042771056,-0.16511776,-0.738463,1.0606229,-0.20172027,-0.58128923,-0.56090134,0.03093127,-0.8429749,-0.22011757,-0.6296666,-0.8284952,-0.16054514,-0.32312337
-3.2609935,-0.43290618,-0.4902229,-0.16668954,-0.42030808,-0.27024847,-0.7403857,-1.8660171,-0.70126873,0.11056535,-0.46129075,0.25624534,-2.3581212,-0.55067325,-3.601861,-0.8148656,2.0377247,1.1913543,-0.083838,-0.23299052,-0.13485402,-2.2269962,-0.29369143,-0.20361975,-0.41656467,-0.1568302,-3.5467057,6.7622585,-0.16511776,-0.035281837,-0.6372091,-0.20172027,-0.58128923,-0.56090134,0.03093127,-0.87300104,3.8003647,-0.6296666,-1.5623453,-0.16054514,-0.32312337
-0.99997634,0.39100558,-0.4902229,-0.16668954,-0.42030808,-0.27024847,-0.7403857,-0.83758557,0.3177926,1.2375844,-0.46129075,-0.09602408,-0.04768795,1.7845454,-0.44103146,-0.36594486,-0.20017047,0.5275314,-0.083838,-0.23299052,-0.13485402,-1.0550408,-0.29369143,-0.20361975,-0.41656467,-0.1568302,-1.0204259,-0.005000302,-0.16511776,0.13182983,1.3932225,-0.20172027,-0.58128923,-0.56090134,-0.7649826,-0.5677349,-0.2387959,-0.6296666,-0.5046663,-0.16054514,-0.32312337
-0.99997634,0.4321653,-0.4902229,-0.16668954,-0.42030808,-0.27024847,-0.7403857,-0.92511153,0.3177926,1.2375844,-0.46129075,-0.10122364,-0.28061512,1.4905752,-0.597241,-0.5904052,0.01501394,0.5939164,-0.083838,-0.23299052,-0.13485402,-1.2417241,-0.29369143,-0.20361975,-0.41656467,-0.1568302,-1.0425473,-0.042771056,-0.16511776,0.12577449,0.9914308,-0.20172027,-0.58128923,-0.56090134,-0.7649826,-0.5677349,-0.0037618657,-0.6296666,-0.5844155,-0.16054514,-0.32312337
0.3976101,2.3806214,0.19388446,-0.16668954,-0.42030808,-0.27024847,-0.7403857,-2.839745,-0.70126873,0.6740749,-0.46129075,0.25624534,-1.0359161,-0.80010253,-0.3020587,-0.8148656,1.6934328,0.72667867,-0.083838,-0.23299052,-0.13485402,-1.1794959,-0.29369143,-0.20361975,-0.41656467,-0.1568302,-0.9540613,2.8152156,-0.16511776,0.80692077,-0.89154994,-0.20172027,-0.58128923,-0.56090134,0.03093127,0.7944523,3.1512976,-0.6296666,0.5425406,-0.16054514,-0.32312337
-0.47130808,0.9153681,-0.4902229,-0.16668954,-0.42030808,-0.27024847,-0.7403857,-0.59688866,0.82732326,0.11056535,-0.46129075,0.20554973,-0.1007815,1.4218547,-0.16308491,0.30743623,-0.7166059,0.36157662,-0.083838,-0.23299052,-0.13485402,-0.61944586,-0.29369143,-0.20361975,-0.41656467,-0.1568302,-0.4275688,-0.005000302,-0.16511776,0.19633648,0.58248144,-0.20172027,-0.58128923,-0.56090134,-0.7649826,-0.5397106,-0.6466034,-0.6296666,-0.5473605,-0.16054514,-0.32312337
-0.34142748,0.009859097,-0.4902229,-0.16668954,-0.42030808,-0.27024847,0.15898898,0.803529,0.3177926,-1.0164537,-0.46129075,0.25624534,-0.8680714,-0.60539496,-0.42810366,-0.8148656,-0.97482485,-0.5345782,-0.083838,-0.23299052,-0.13485402,0.9258764,-0.08476058,-0.20361975,-0.41656467,-0.1568302,-0.17980756,0.2656901,-0.16511776,-0.738463,-0.7631866,-0.20172027,-0.58128923,-0.56090134,-0.7649826,-0.2924951,-0.9983759,-0.6296666,-0.5562212,-0.16054514,-0.32312337
0.4707821,0.6519233,-0.4902229,-0.16668954,0.008536235,-0.27024847,0.15898898,0.45342454,-0.70126873,1.2375844,0.50176024,-1.4206091,0.010544147,-0.11798963,0.23875214,0.98081726,1.1985141,-0.13628761,-0.083838,2.9183557,-0.13485402,-0.41202015,-0.08476058,-0.20361975,-0.41656467,-0.1568302,0.47499007,0.03906557,-0.16511776,1.8652669,-0.45683235,-0.20172027,0.07671522,0.31902567,0.03093127,-0.030266441,1.4655898,0.28787243,0.061630957,-0.16054514,-0.32312337
